hgnc_symbol	ensembl_gene_id	gene_biotype
NRON	ENSG00000253079	misc_RNA
	ENSG00000252985	snoRNA
	ENSG00000212395	snoRNA
CACNG2	ENSG00000166862	protein_coding
RN7SL30P	ENSG00000243845	misc_RNA
MIR3689F	ENSG00000266514	miRNA
RNU5D-2P	ENSG00000252521	snRNA
RNU6ATAC	ENSG00000221676	snRNA
MIR4669	ENSG00000263897	miRNA
MIR3689A	ENSG00000265872	miRNA
MIR3689C	ENSG00000264744	miRNA
MIR3689D1	ENSG00000265848	miRNA
MIR3689D2	ENSG00000264136	miRNA
RN7SL328P	ENSG00000240853	misc_RNA
MIR3689B	ENSG00000264163	miRNA
MIR3689E	ENSG00000266827	miRNA
MIR602	ENSG00000207693	miRNA
RNU6-785P	ENSG00000223256	snRNA
	ENSG00000241054	lncRNA
	ENSG00000271833	lncRNA
RIN2	ENSG00000132669	protein_coding
	ENSG00000257700	lncRNA
	ENSG00000255871	lncRNA
LINC02402	ENSG00000257510	lncRNA
RPSAP13	ENSG00000233924	processed_pseudogene
SLC5A4	ENSG00000100191	protein_coding
SMOC1	ENSG00000198732	protein_coding
SLC2A8	ENSG00000136856	protein_coding
DBX2-AS1	ENSG00000257319	lncRNA
	ENSG00000287382	lncRNA
TAS2R64P	ENSG00000256274	transcribed_unprocessed_pseudogene
	ENSG00000242444	transcribed_processed_pseudogene
SLC34A2	ENSG00000157765	protein_coding
	ENSG00000280346	artifact
	ENSG00000257292	unprocessed_pseudogene
	ENSG00000279493	artifact
RERG-IT1	ENSG00000256650	lncRNA
	ENSG00000257852	processed_pseudogene
	ENSG00000285732	lncRNA
	ENSG00000255858	lncRNA
	ENSG00000256321	lncRNA
	ENSG00000276612	artifact
	ENSG00000275464	artifact
ASB8	ENSG00000177981	protein_coding
	ENSG00000275582	lncRNA
RNF24	ENSG00000101236	protein_coding
LARGE1	ENSG00000133424	protein_coding
	ENSG00000280071	artifact
ZNF486	ENSG00000256229	protein_coding
FER1L6-AS1	ENSG00000181171	lncRNA
	ENSG00000279687	artifact
	ENSG00000286282	lncRNA
	ENSG00000277117	artifact
CASC11	ENSG00000249375	lncRNA
HEATR4	ENSG00000187105	protein_coding
TCF7	ENSG00000081059	protein_coding
	ENSG00000254084	lncRNA
MRPS36P3	ENSG00000253814	processed_pseudogene
ZNF682	ENSG00000197124	protein_coding
	ENSG00000255457	processed_pseudogene
	ENSG00000287788	lncRNA
MATN2	ENSG00000132561	protein_coding
FTLP3	ENSG00000226608	processed_pseudogene
RPL21P2	ENSG00000215063	processed_pseudogene
	ENSG00000205300	lncRNA
MAML2	ENSG00000184384	protein_coding
NSFL1C	ENSG00000088833	protein_coding
	ENSG00000280433	artifact
	ENSG00000276289	artifact
	ENSG00000277277	artifact
TUBAP2	ENSG00000214391	processed_pseudogene
	ENSG00000273590	artifact
	ENSG00000280201	TEC
DISC1FP1	ENSG00000261645	lncRNA
	ENSG00000278961	artifact
	ENSG00000279769	artifact
	ENSG00000254971	lncRNA
	ENSG00000280013	artifact
	ENSG00000254437	processed_pseudogene
	ENSG00000280095	artifact
	ENSG00000279299	TEC
	ENSG00000274559	artifact
CBX3P7	ENSG00000197692	processed_pseudogene
	ENSG00000275993	artifact
	ENSG00000255482	lncRNA
FEZ2	ENSG00000171055	protein_coding
MTMR12P1	ENSG00000255504	transcribed_processed_pseudogene
MIR4300HG	ENSG00000245832	lncRNA
FRMD6	ENSG00000139926	protein_coding
	ENSG00000269095	protein_coding
BNIP3P24	ENSG00000269040	processed_pseudogene
	ENSG00000269779	unprocessed_pseudogene
PHF5CP	ENSG00000267178	processed_pseudogene
	ENSG00000279045	TEC
CHERP	ENSG00000085872	protein_coding
	ENSG00000255209	lncRNA
	ENSG00000280179	artifact
MESTP3	ENSG00000250927	processed_pseudogene
	ENSG00000279696	TEC
	ENSG00000248545	lncRNA
RSF1-IT2	ENSG00000254985	lncRNA
	ENSG00000280191	artifact
	ENSG00000279341	TEC
AQP11	ENSG00000178301	protein_coding
RPS26P24	ENSG00000243920	processed_pseudogene
ZNF876P	ENSG00000198155	transcribed_unprocessed_pseudogene
UBE2L2	ENSG00000131982	processed_pseudogene
PAXBP1-AS1	ENSG00000238197	lncRNA
PPP1R1A	ENSG00000135447	protein_coding
MT2P1	ENSG00000162840	processed_pseudogene
	ENSG00000266120	lncRNA
	ENSG00000275959	processed_pseudogene
	ENSG00000249729	processed_pseudogene
	ENSG00000279163	TEC
ARAP1-AS1	ENSG00000256007	lncRNA
UGT2B10	ENSG00000109181	protein_coding
HPRT1P3	ENSG00000256752	processed_pseudogene
	ENSG00000280085	TEC
DDI1	ENSG00000170967	protein_coding
HAP1	ENSG00000173805	protein_coding
LINC02940	ENSG00000235888	lncRNA
	ENSG00000255515	processed_pseudogene
LINC02553	ENSG00000255039	lncRNA
	ENSG00000256469	lncRNA
ITGB2-AS1	ENSG00000227039	lncRNA
TYR	ENSG00000077498	protein_coding
	ENSG00000248837	lncRNA
	ENSG00000270071	lncRNA
	ENSG00000287455	lncRNA
ICOSLG	ENSG00000160223	protein_coding
	ENSG00000274723	lncRNA
	ENSG00000270766	processed_pseudogene
	ENSG00000286671	lncRNA
STMN1P1	ENSG00000276058	processed_pseudogene
TMEM117	ENSG00000139173	protein_coding
	ENSG00000284692	lncRNA
	ENSG00000284745	lncRNA
	ENSG00000280222	TEC
LINC01714	ENSG00000227634	lncRNA
	ENSG00000288073	lncRNA
	ENSG00000285945	lncRNA
	ENSG00000250078	lncRNA
OSBPL9P2	ENSG00000254677	processed_pseudogene
RUNX3-AS1	ENSG00000229162	lncRNA
	ENSG00000251055	lncRNA
	ENSG00000287802	lncRNA
	ENSG00000286321	lncRNA
	ENSG00000279454	TEC
	ENSG00000251048	lncRNA
	ENSG00000254599	lncRNA
LINC02380	ENSG00000248505	lncRNA
	ENSG00000277459	lncRNA
HES5	ENSG00000197921	protein_coding
HSPD1P13	ENSG00000255403	processed_pseudogene
IFNAR1	ENSG00000142166	protein_coding
	ENSG00000254758	unprocessed_pseudogene
	ENSG00000233755	lncRNA
MMP8	ENSG00000118113	protein_coding
MT1XP1	ENSG00000233929	processed_pseudogene
	ENSG00000271742	lncRNA
ZBTB12BP	ENSG00000180610	processed_pseudogene
	ENSG00000226396	processed_pseudogene
SULT1B1	ENSG00000173597	protein_coding
CLIC4	ENSG00000169504	protein_coding
SMTN	ENSG00000183963	protein_coding
	ENSG00000265337	lncRNA
SCAND1	ENSG00000171222	protein_coding
HCK	ENSG00000101336	protein_coding
MED1	ENSG00000125686	protein_coding
TEX49	ENSG00000257987	protein_coding
ARHGEF19-AS1	ENSG00000234166	lncRNA
	ENSG00000257616	processed_pseudogene
DYNLL1P3	ENSG00000235282	processed_pseudogene
	ENSG00000271508	processed_pseudogene
	ENSG00000256185	lncRNA
SLC2A13	ENSG00000151229	protein_coding
SRGAP3-AS1	ENSG00000224808	lncRNA
SZRD1	ENSG00000055070	protein_coding
	ENSG00000287069	lncRNA
SLC22A13	ENSG00000172940	protein_coding
OCIAD1-AS1	ENSG00000248256	lncRNA
SMIM14	ENSG00000163683	protein_coding
HNRNPCP8	ENSG00000254748	processed_pseudogene
	ENSG00000254794	processed_pseudogene
	ENSG00000279697	TEC
	ENSG00000278879	TEC
LINC02719	ENSG00000254580	lncRNA
	ENSG00000285835	lncRNA
ZNF79	ENSG00000196152	protein_coding
TGM4	ENSG00000163810	protein_coding
	ENSG00000224427	processed_pseudogene
	ENSG00000207098	snoRNA
NAALAD2	ENSG00000077616	protein_coding
	ENSG00000232360	lncRNA
	ENSG00000227757	lncRNA
LINC01690	ENSG00000228961	lncRNA
LINC03020	ENSG00000253967	lncRNA
	ENSG00000254492	processed_pseudogene
IFNAR2	ENSG00000159110	protein_coding
OR10A7	ENSG00000179919	protein_coding
FBXO43	ENSG00000156509	protein_coding
TMTC1	ENSG00000133687	protein_coding
	ENSG00000287534	lncRNA
	ENSG00000258507	lncRNA
	ENSG00000267220	transcribed_unprocessed_pseudogene
ATP5MJ	ENSG00000156411	protein_coding
ANKRD17-DT	ENSG00000250220	lncRNA
RPL12	ENSG00000197958	protein_coding
	ENSG00000249763	processed_pseudogene
	ENSG00000268416	lncRNA
ZNF714	ENSG00000160352	protein_coding
SNX18P25	ENSG00000249337	processed_pseudogene
	ENSG00000285998	lncRNA
	ENSG00000251459	lncRNA
SDCBP	ENSG00000137575	protein_coding
	ENSG00000249706	lncRNA
KCTD8	ENSG00000183783	protein_coding
	ENSG00000248518	lncRNA
HMGB1P44	ENSG00000248956	processed_pseudogene
MTND3P5	ENSG00000251353	unprocessed_pseudogene
MTND6P16	ENSG00000249893	unprocessed_pseudogene
HNRNPA1P67	ENSG00000270665	processed_pseudogene
LINC02261	ENSG00000249699	lncRNA
	ENSG00000249842	lncRNA
HMGN1P17	ENSG00000250787	processed_pseudogene
	ENSG00000251187	lncRNA
PDIK1L	ENSG00000175087	protein_coding
SDAD1	ENSG00000198301	protein_coding
LINC01339	ENSG00000248555	lncRNA
VN1R79P	ENSG00000269885	unprocessed_pseudogene
CTNNA1-AS1	ENSG00000253404	lncRNA
VN1R82P	ENSG00000268995	unprocessed_pseudogene
BNIP3P10	ENSG00000270270	processed_pseudogene
ATG10-AS1	ENSG00000248192	lncRNA
RBBP4P6	ENSG00000248674	processed_pseudogene
	ENSG00000271499	processed_pseudogene
	ENSG00000280104	TEC
NECAP2	ENSG00000157191	protein_coding
	ENSG00000268184	lncRNA
CILP2	ENSG00000160161	protein_coding
HMGCS1	ENSG00000112972	protein_coding
	ENSG00000213620	processed_pseudogene
	ENSG00000286480	lncRNA
	ENSG00000285577	lncRNA
	ENSG00000270447	processed_pseudogene
VDAC2P5	ENSG00000172974	processed_pseudogene
VDAC1P13	ENSG00000232526	processed_pseudogene
DHRS2	ENSG00000100867	protein_coding
SFXN4	ENSG00000183605	protein_coding
	ENSG00000279775	TEC
SNORA65	ENSG00000201302	snoRNA
	ENSG00000200788	misc_RNA
IGFBP4	ENSG00000141753	protein_coding
SLC3A1	ENSG00000138079	protein_coding
MARK2P14	ENSG00000231897	unprocessed_pseudogene
NIBAN2	ENSG00000136830	protein_coding
	ENSG00000272121	lncRNA
RPS12P5	ENSG00000226216	processed_pseudogene
	ENSG00000234723	unprocessed_pseudogene
	ENSG00000269836	lncRNA
	ENSG00000268597	lncRNA
	ENSG00000268279	protein_coding
PBX4	ENSG00000105717	protein_coding
	ENSG00000251550	processed_pseudogene
RPL9P30	ENSG00000240074	processed_pseudogene
	ENSG00000264435	transcribed_processed_pseudogene
	ENSG00000266677	lncRNA
TPRXL	ENSG00000180438	transcribed_processed_pseudogene
	ENSG00000264422	lncRNA
TMIGD1	ENSG00000182271	protein_coding
	ENSG00000284699	lncRNA
IGSF21-AS1	ENSG00000230035	lncRNA
MICOS10-DT	ENSG00000235185	lncRNA
	ENSG00000274591	lncRNA
	ENSG00000225643	lncRNA
C12orf40	ENSG00000180116	protein_coding
	ENSG00000284666	lncRNA
	ENSG00000228943	processed_pseudogene
PPIAP34	ENSG00000234397	processed_pseudogene
	ENSG00000284309	lncRNA
LAPTM5	ENSG00000162511	protein_coding
CRTC1	ENSG00000105662	protein_coding
MAP1B	ENSG00000131711	protein_coding
BECN1	ENSG00000126581	protein_coding
LRRN1	ENSG00000175928	protein_coding
NPC2	ENSG00000119655	protein_coding
SLC30A2	ENSG00000158014	protein_coding
NANOG	ENSG00000111704	protein_coding
RPL23AP38	ENSG00000184423	processed_pseudogene
RHBDF1P1	ENSG00000234123	processed_pseudogene
VENTXP4	ENSG00000230465	processed_pseudogene
CFAP300	ENSG00000137691	protein_coding
RPS24P8	ENSG00000224094	processed_pseudogene
H3P11	ENSG00000230111	processed_pseudogene
KCNH8	ENSG00000183960	protein_coding
	ENSG00000283095	lncRNA
LINC02667	ENSG00000224190	lncRNA
DUX4L20	ENSG00000276164	unprocessed_pseudogene
MMP21	ENSG00000154485	protein_coding
PHACTR4	ENSG00000204138	protein_coding
	ENSG00000250946	unprocessed_pseudogene
SLC38A1	ENSG00000111371	protein_coding
	ENSG00000255102	lncRNA
	ENSG00000287327	lncRNA
	ENSG00000280093	TEC
MMP27	ENSG00000137675	protein_coding
PPP2R2D	ENSG00000175470	protein_coding
ARHGAP8	ENSG00000241484	protein_coding
	ENSG00000213849	processed_pseudogene
DDX27	ENSG00000124228	protein_coding
GNAI2	ENSG00000114353	protein_coding
	ENSG00000255256	lncRNA
ASS1P13	ENSG00000255353	processed_pseudogene
KBTBD3	ENSG00000182359	protein_coding
	ENSG00000249017	lncRNA
ZNF93	ENSG00000184635	protein_coding
LINC02224	ENSG00000249203	lncRNA
TH2LCRR	ENSG00000223442	lncRNA
SNW1	ENSG00000100603	protein_coding
	ENSG00000283782	protein_coding
	ENSG00000279571	lncRNA
	ENSG00000249624	protein_coding
PTRH1	ENSG00000187024	protein_coding
ARHGAP42	ENSG00000165895	protein_coding
	ENSG00000253851	lncRNA
SUMO2P19	ENSG00000253328	unprocessed_pseudogene
LINC01181	ENSG00000250929	lncRNA
IFITM3P7	ENSG00000233419	processed_pseudogene
	ENSG00000235263	lncRNA
	ENSG00000287942	lncRNA
ESM1	ENSG00000164283	protein_coding
	ENSG00000228176	lncRNA
	ENSG00000255107	processed_pseudogene
BNIP3P27	ENSG00000268438	processed_pseudogene
	ENSG00000231251	processed_pseudogene
EEF1A1P37	ENSG00000254124	processed_pseudogene
VN1R78P	ENSG00000268272	unprocessed_pseudogene
	ENSG00000279977	TEC
BNIP3P9	ENSG00000270325	processed_pseudogene
	ENSG00000278927	artifact
BNIP3P15	ENSG00000270716	processed_pseudogene
DEPTOR	ENSG00000155792	protein_coding
CASC2	ENSG00000177640	lncRNA
LINCADL	ENSG00000287148	lncRNA
BNIP3P17	ENSG00000271524	processed_pseudogene
LAMTOR3P2	ENSG00000248979	processed_pseudogene
	ENSG00000273614	artifact
COQ10BP2	ENSG00000251552	processed_pseudogene
	ENSG00000289009	lncRNA
	ENSG00000269815	lncRNA
PSD2-AS1	ENSG00000249131	lncRNA
	ENSG00000270317	processed_pseudogene
	ENSG00000232884	lncRNA
	ENSG00000213985	processed_pseudogene
BNIP3P13	ENSG00000269154	processed_pseudogene
	ENSG00000237888	processed_pseudogene
	ENSG00000266111	lncRNA
	ENSG00000250555	lncRNA
ZNF257	ENSG00000197134	protein_coding
	ENSG00000266718	lncRNA
LINC01950	ENSG00000251027	lncRNA
CNKSR1	ENSG00000142675	protein_coding
	ENSG00000259928	lncRNA
LINC01332	ENSG00000250446	lncRNA
ARL4D	ENSG00000175906	protein_coding
	ENSG00000287154	lncRNA
PRELID3BP8	ENSG00000270741	processed_pseudogene
AFM	ENSG00000079557	protein_coding
	ENSG00000214890	processed_pseudogene
	ENSG00000273796	lncRNA
RGMB	ENSG00000174136	protein_coding
	ENSG00000289322	lncRNA
	ENSG00000289445	lncRNA
LINC01671	ENSG00000225431	lncRNA
	ENSG00000289857	lncRNA
CNTD1	ENSG00000176563	protein_coding
LINC00323	ENSG00000226496	lncRNA
	ENSG00000279404	TEC
ZNF729	ENSG00000196350	protein_coding
	ENSG00000278903	lncRNA
LINC01873	ENSG00000232164	lncRNA
MIR3911	ENSG00000283874	miRNA
ZNF492	ENSG00000229676	protein_coding
CFAP157	ENSG00000160401	protein_coding
	ENSG00000223897	processed_pseudogene
RARRES2P2	ENSG00000213543	processed_pseudogene
	ENSG00000287326	lncRNA
MOB4P1	ENSG00000231386	processed_pseudogene
	ENSG00000272702	lncRNA
	ENSG00000234677	lncRNA
DUX4L25	ENSG00000280337	unprocessed_pseudogene
	ENSG00000287466	lncRNA
LINC01163	ENSG00000280953	lncRNA
ACTBP4	ENSG00000286676	processed_pseudogene
	ENSG00000230929	processed_pseudogene
ANXA4	ENSG00000196975	protein_coding
LINC01170	ENSG00000253807	lncRNA
	ENSG00000269504	lncRNA
SEC63P2	ENSG00000250416	processed_pseudogene
CABS1	ENSG00000145309	protein_coding
CUZD1	ENSG00000138161	protein_coding
NDUFS5P6	ENSG00000255531	processed_pseudogene
MTND1P7	ENSG00000282321	unprocessed_pseudogene
HOXB9	ENSG00000170689	protein_coding
CCL28	ENSG00000151882	protein_coding
LINC00649	ENSG00000237945	lncRNA
TTC16	ENSG00000167094	protein_coding
	ENSG00000250727	processed_pseudogene
	ENSG00000253207	lncRNA
TMPRSS11B	ENSG00000185873	protein_coding
TRIM51BP	ENSG00000204455	unprocessed_pseudogene
BHLHE22-AS1	ENSG00000254102	lncRNA
	ENSG00000268116	processed_pseudogene
	ENSG00000265443	lncRNA
	ENSG00000265916	processed_pseudogene
	ENSG00000269043	lncRNA
PPIAP54	ENSG00000264655	processed_pseudogene
	ENSG00000224864	transcribed_processed_pseudogene
ZNF624	ENSG00000197566	protein_coding
TOMM20P1	ENSG00000224829	processed_pseudogene
	ENSG00000271182	processed_pseudogene
PPIAP43	ENSG00000255059	processed_pseudogene
UBXN2B	ENSG00000215114	protein_coding
VN1R84P	ENSG00000268117	unprocessed_pseudogene
TRIM64DP	ENSG00000254751	transcribed_unprocessed_pseudogene
LINC01678	ENSG00000225331	lncRNA
KLHL26	ENSG00000167487	protein_coding
	ENSG00000279686	protein_coding
LINC00319	ENSG00000188660	lncRNA
RANP3	ENSG00000254500	processed_pseudogene
HMGN2P38	ENSG00000231726	processed_pseudogene
	ENSG00000270449	processed_pseudogene
	ENSG00000279836	TEC
ANKRD55	ENSG00000164512	protein_coding
	ENSG00000270753	processed_pseudogene
	ENSG00000237961	processed_pseudogene
BIRC3	ENSG00000023445	protein_coding
MTG2	ENSG00000101181	protein_coding
ST3GAL1P1	ENSG00000250656	processed_pseudogene
	ENSG00000289899	lncRNA
LINC02493	ENSG00000250819	lncRNA
INSYN2A	ENSG00000188916	protein_coding
TOR2A	ENSG00000160404	protein_coding
SMR3B	ENSG00000171201	protein_coding
MIR99AHG	ENSG00000215386	lncRNA
CDC25B	ENSG00000101224	protein_coding
SLC35E1	ENSG00000127526	protein_coding
DUX4L23	ENSG00000276964	unprocessed_pseudogene
TMEM11-DT	ENSG00000235530	lncRNA
	ENSG00000234134	lncRNA
	ENSG00000287655	lncRNA
SLIRPP2	ENSG00000249277	processed_pseudogene
CLRN3	ENSG00000180745	protein_coding
	ENSG00000231421	lncRNA
UBE2K	ENSG00000078140	protein_coding
SPNS3	ENSG00000182557	protein_coding
SAR1AP2	ENSG00000213170	processed_pseudogene
RPL7P36	ENSG00000234109	processed_pseudogene
AGGF1P2	ENSG00000233435	processed_pseudogene
PTK2B	ENSG00000120899	protein_coding
WDR11	ENSG00000120008	protein_coding
TRPC7-AS1	ENSG00000248211	lncRNA
CTNNA1P1	ENSG00000249026	processed_pseudogene
	ENSG00000286454	lncRNA
	ENSG00000184188	processed_pseudogene
APOBEC3H	ENSG00000100298	protein_coding
SPATA9	ENSG00000145757	protein_coding
KLHL28	ENSG00000179454	protein_coding
BNIP3P28	ENSG00000271095	processed_pseudogene
SH2D3C	ENSG00000095370	protein_coding
TMEM161A	ENSG00000064545	protein_coding
COX7B2	ENSG00000170516	protein_coding
SKAP1-AS2	ENSG00000235300	lncRNA
PLD4	ENSG00000166428	protein_coding
RFLNB	ENSG00000183688	protein_coding
ZC3H12C	ENSG00000149289	protein_coding
	ENSG00000286189	lncRNA
	ENSG00000272969	lncRNA
	ENSG00000286097	lncRNA
	ENSG00000260918	lncRNA
OR7H2P	ENSG00000251261	unprocessed_pseudogene
	ENSG00000249547	lncRNA
UGT2B11	ENSG00000213759	protein_coding
	ENSG00000266341	lncRNA
	ENSG00000262202	lncRNA
	ENSG00000251281	lncRNA
SEMA6A-AS1	ENSG00000248445	lncRNA
HOXB-AS2	ENSG00000239552	lncRNA
	ENSG00000267261	protein_coding
GUSBP9	ENSG00000215630	unprocessed_pseudogene
	ENSG00000249478	lncRNA
	ENSG00000249282	processed_pseudogene
THBS4-AS1	ENSG00000249825	lncRNA
SHROOM3	ENSG00000138771	protein_coding
CRLF3	ENSG00000176390	protein_coding
	ENSG00000270513	processed_pseudogene
PPIC-AS1	ENSG00000249996	lncRNA
UBP1	ENSG00000153560	protein_coding
SMN2	ENSG00000205571	protein_coding
NOX4	ENSG00000086991	protein_coding
	ENSG00000215403	lncRNA
TEX33	ENSG00000185264	protein_coding
LINC02590	ENSG00000233978	lncRNA
	ENSG00000273090	lncRNA
ACYP2	ENSG00000170634	protein_coding
SLC8A3	ENSG00000100678	protein_coding
	ENSG00000264019	lncRNA
	ENSG00000265046	lncRNA
	ENSG00000250612	processed_pseudogene
	ENSG00000263477	lncRNA
VN1R71P	ENSG00000264837	processed_pseudogene
POM121L14P	ENSG00000218189	processed_pseudogene
	ENSG00000271608	processed_pseudogene
	ENSG00000227535	lncRNA
	ENSG00000247810	lncRNA
PEX3	ENSG00000034693	protein_coding
MPST	ENSG00000128309	protein_coding
JUP	ENSG00000173801	protein_coding
	ENSG00000271955	lncRNA
SCD5	ENSG00000145284	protein_coding
	ENSG00000234255	lncRNA
TNMD	ENSG00000000005	protein_coding
	ENSG00000273006	lncRNA
	ENSG00000228033	lncRNA
DNAJB12P1	ENSG00000237979	processed_pseudogene
LINC02475	ENSG00000251350	lncRNA
KLF3	ENSG00000109787	protein_coding
LINC02919	ENSG00000237494	lncRNA
WDPCP	ENSG00000143951	protein_coding
RPS18P9	ENSG00000220848	transcribed_processed_pseudogene
TSPAN6	ENSG00000000003	protein_coding
HSF2	ENSG00000025156	protein_coding
PRDX3	ENSG00000165672	protein_coding
	ENSG00000279738	lncRNA
RNU6-900P	ENSG00000207227	snRNA
	ENSG00000278948	TEC
C22orf23	ENSG00000128346	protein_coding
BNIP3P25	ENSG00000268322	processed_pseudogene
	ENSG00000268892	unprocessed_pseudogene
	ENSG00000277766	unprocessed_pseudogene
FRYL	ENSG00000075539	protein_coding
	ENSG00000269796	lncRNA
	ENSG00000240673	processed_pseudogene
FAM110D	ENSG00000197245	protein_coding
TCF4-AS1	ENSG00000267028	lncRNA
MIR4529	ENSG00000264571	miRNA
TCF4-AS2	ENSG00000267402	lncRNA
	ENSG00000268240	lncRNA
	ENSG00000261025	lncRNA
RPL21P126	ENSG00000242320	processed_pseudogene
LINC01415	ENSG00000267325	lncRNA
	ENSG00000271149	unprocessed_pseudogene
ICMT	ENSG00000116237	protein_coding
	ENSG00000267172	lncRNA
	ENSG00000263677	lncRNA
PCAT18	ENSG00000265369	lncRNA
ARMC6	ENSG00000105676	protein_coding
	ENSG00000286196	lncRNA
CDK9	ENSG00000136807	protein_coding
	ENSG00000275900	snoRNA
	ENSG00000263382	lncRNA
	ENSG00000266184	processed_pseudogene
AQP4	ENSG00000171885	protein_coding
	ENSG00000272582	lncRNA
RRBP1P2	ENSG00000271235	processed_pseudogene
	ENSG00000236452	lncRNA
RPL12P44	ENSG00000227123	processed_pseudogene
POLR2F	ENSG00000100142	protein_coding
RPL21P135	ENSG00000235482	processed_pseudogene
	ENSG00000270655	processed_pseudogene
	ENSG00000279240	lncRNA
	ENSG00000213755	processed_pseudogene
	ENSG00000226079	lncRNA
	ENSG00000250602	lncRNA
	ENSG00000285691	lncRNA
EXOSC1	ENSG00000171311	protein_coding
	ENSG00000262048	processed_pseudogene
AZI2	ENSG00000163512	protein_coding
	ENSG00000250806	lncRNA
	ENSG00000279659	TEC
	ENSG00000285616	lncRNA
TINAG	ENSG00000137251	protein_coding
	ENSG00000286111	lncRNA
LINC02058	ENSG00000248528	lncRNA
	ENSG00000248245	lncRNA
CCT5P1	ENSG00000250444	processed_pseudogene
MED18	ENSG00000130772	protein_coding
	ENSG00000280368	TEC
	ENSG00000272203	lncRNA
RBX1P2	ENSG00000251050	processed_pseudogene
	ENSG00000248422	processed_pseudogene
	ENSG00000245482	lncRNA
MARCHF3	ENSG00000173926	protein_coding
TDGP1	ENSG00000255725	processed_pseudogene
ALG10B	ENSG00000175548	protein_coding
	ENSG00000215899	processed_pseudogene
PPIAP89	ENSG00000223819	processed_pseudogene
	ENSG00000271398	lncRNA
	ENSG00000225011	unprocessed_pseudogene
	ENSG00000235069	processed_pseudogene
RAD21P1	ENSG00000238116	processed_pseudogene
	ENSG00000284676	lncRNA
	ENSG00000275320	processed_pseudogene
MMEL1-AS1	ENSG00000237058	lncRNA
LINC01648	ENSG00000233399	lncRNA
MIR3960	ENSG00000283863	miRNA
MIR2861	ENSG00000284547	miRNA
	ENSG00000202231	snoRNA
	ENSG00000224799	lncRNA
SPIN2P1	ENSG00000237708	processed_pseudogene
RNU6-935P	ENSG00000222303	snRNA
FSIP2LP	ENSG00000274775	transcribed_unprocessed_pseudogene
SLC9A1	ENSG00000090020	protein_coding
RPL5P17	ENSG00000243859	processed_pseudogene
	ENSG00000279860	TEC
FPGS	ENSG00000136877	protein_coding
	ENSG00000248170	processed_pseudogene
	ENSG00000249721	processed_pseudogene
DENND10P1	ENSG00000221930	transcribed_processed_pseudogene
OR4K16P	ENSG00000258822	transcribed_unprocessed_pseudogene
	ENSG00000288054	lncRNA
PSD2	ENSG00000146005	protein_coding
	ENSG00000232295	lncRNA
	ENSG00000256986	unprocessed_pseudogene
	ENSG00000287160	lncRNA
OR4U1P	ENSG00000258899	unprocessed_pseudogene
	ENSG00000271677	unprocessed_pseudogene
OR4L1	ENSG00000176246	protein_coding
	ENSG00000280054	TEC
RNA5SP380	ENSG00000252999	rRNA_pseudogene
COX14	ENSG00000178449	protein_coding
SPRING1P2	ENSG00000238188	processed_pseudogene
OR4T1P	ENSG00000258641	unprocessed_pseudogene
LINC01201	ENSG00000228659	lncRNA
PSMB7P1	ENSG00000259074	processed_pseudogene
